company_id,company_name,period,profitability_score,growth_score,cashflow_score,leverage_score,efficiency_score,overall_score,rating,remarks
BHARTIARTL,,Mar 2018,53.14,,,70.0,,58.76,Moderate,Moderate profitability with average margin profile; Manageable debt levels with adequate interest coverage
BHARTIARTL,,Mar 2019,52.36,,,70.0,,58.24,Moderate,Moderate profitability with average margin profile; Manageable debt levels with adequate interest coverage
BHARTIARTL,,Mar 2020,10.25,,,70.0,,30.17,Weak,Poor profitability with significant losses and negative returns; Manageable debt levels with adequate interest coverage
BHARTIARTL,,Mar 2021,29.03,,,60.0,,39.35,Weak,Weak profitability with declining margins; Manageable debt levels with adequate interest coverage
BHARTIARTL,,Mar 2022,62.48,,,60.0,,61.65,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
BHARTIARTL,,Mar 2023,65.84,,,60.0,,63.89,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
BHARTIARTL,,Mar 2024,60.36,,,60.0,,60.24,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
BHEL,,Mar 2013,71.91,,,85.0,,76.27,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
BHEL,,Mar 2014,60.56,,,85.0,,68.71,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
BHEL,,Mar 2015,54.24,,,85.0,,64.49,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
BHEL,,Mar 2016,47.82,,,85.0,,60.21,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
BHEL,,Mar 2017,51.4,,,85.0,,62.6,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
BHEL,,Mar 2018,51.35,,,85.0,,62.57,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
BHEL,,Mar 2019,53.24,,,85.0,,63.83,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
BHEL,,Mar 2020,44.88,,,85.0,,58.25,Moderate,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
BHEL,,Mar 2021,39.61,,,85.0,,54.74,Moderate,Weak profitability with declining margins; Low leverage with strong debt servicing capacity and conservative capital structure
BHEL,,Mar 2022,51.68,,,85.0,,62.79,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
BHEL,,Mar 2023,52.68,,,85.0,,63.45,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
BHEL,,Mar 2024,51.15,,,85.0,,62.43,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
BOSCHLTD,,Dec 2012,67.19,,,85.0,,73.13,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
BOSCHLTD,,Dec 2013,64.06,,,85.0,,71.04,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
BOSCHLTD,,Mar 2015,68.21,,,85.0,,73.81,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
BOSCHLTD,,Mar 2016,66.06,,,85.0,,72.37,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
BOSCHLTD,,Mar 2017,69.79,,,90.0,,76.53,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
BOSCHLTD,,Mar 2018,63.74,,,90.0,,72.49,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
BOSCHLTD,,Mar 2019,67.51,,,90.0,,75.01,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
BOSCHLTD,,Mar 2020,57.01,,,85.0,,66.34,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
BOSCHLTD,,Mar 2021,54.91,,,85.0,,64.94,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
BOSCHLTD,,Mar 2022,61.39,,,85.0,,69.26,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
BOSCHLTD,,Mar 2023,62.93,,,85.0,,70.29,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
BOSCHLTD,,Mar 2024,70.64,,,85.0,,75.43,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
BPCL,,Mar 2013,61.54,,,70.0,,64.36,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
BPCL,,Mar 2014,70.85,,,70.0,,70.57,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
BPCL,,Mar 2015,72.52,,,70.0,,71.68,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
BPCL,,Mar 2016,79.1,,,85.0,,81.07,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
BPCL,,Mar 2017,80.85,,,70.0,,77.23,Strong,Strong profitability with excellent margins and returns on capital; Manageable debt levels with adequate interest coverage
BPCL,,Mar 2018,76.74,,,70.0,,74.49,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
BPCL,,Mar 2019,72.0,,,70.0,,71.33,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
BPCL,,Mar 2020,60.04,,,70.0,,63.36,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
BPCL,,Mar 2021,82.34,,,70.0,,78.23,Strong,Strong profitability with excellent margins and returns on capital; Manageable debt levels with adequate interest coverage
BPCL,,Mar 2022,72.51,,,70.0,,71.67,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
BPCL,,Mar 2023,53.98,,,70.0,,59.32,Moderate,Moderate profitability with average margin profile; Manageable debt levels with adequate interest coverage
BPCL,,Mar 2024,85.51,,,85.0,,85.34,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
BRITANNIA,,Mar 2013,96.59,,,85.0,,92.73,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
BRITANNIA,,Mar 2014,99.5,,,85.0,,94.67,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
BRITANNIA,,Mar 2015,100.0,,,85.0,,95.0,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
BRITANNIA,,Mar 2016,89.44,,,85.0,,87.96,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
BRITANNIA,,Mar 2017,82.83,,,85.0,,83.55,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
BRITANNIA,,Mar 2018,79.48,,,85.0,,81.32,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
BRITANNIA,,Mar 2019,77.16,,,85.0,,79.77,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
BRITANNIA,,Mar 2020,81.66,,,85.0,,82.77,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
BRITANNIA,,Mar 2021,100.0,,,85.0,,95.0,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
BRITANNIA,,Mar 2022,100.0,,,85.0,,95.0,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
BRITANNIA,,Mar 2023,100.0,,,85.0,,95.0,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
BRITANNIA,,Mar 2024,100.0,,,85.0,,95.0,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
CANBK,,Mar 2013,61.9,,,50.0,,57.93,Moderate,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
CANBK,,Mar 2014,58.85,,,50.0,,55.9,Moderate,Moderate profitability with average margin profile; High leverage risk with elevated debt burden and reduced financial flexibility
CANBK,,Mar 2015,59.02,,,50.0,,56.01,Moderate,Moderate profitability with average margin profile; High leverage risk with elevated debt burden and reduced financial flexibility
CANBK,,Mar 2016,42.18,,,50.0,,44.79,Weak,Moderate profitability with average margin profile; High leverage risk with elevated debt burden and reduced financial flexibility
CANBK,,Mar 2017,54.07,,,50.0,,52.71,Moderate,Moderate profitability with average margin profile; High leverage risk with elevated debt burden and reduced financial flexibility
CANBK,,Mar 2018,39.5,,,50.0,,43.0,Weak,Weak profitability with declining margins; High leverage risk with elevated debt burden and reduced financial flexibility
CANBK,,Mar 2019,51.85,,,50.0,,51.23,Moderate,Moderate profitability with average margin profile; High leverage risk with elevated debt burden and reduced financial flexibility
CANBK,,Mar 2020,45.34,,,50.0,,46.89,Moderate,Moderate profitability with average margin profile; High leverage risk with elevated debt burden and reduced financial flexibility
CANBK,,Mar 2021,54.74,,,50.0,,53.16,Moderate,Moderate profitability with average margin profile; High leverage risk with elevated debt burden and reduced financial flexibility
CANBK,,Mar 2022,58.8,,,50.0,,55.87,Moderate,Moderate profitability with average margin profile; High leverage risk with elevated debt burden and reduced financial flexibility
CANBK,,Mar 2023,64.53,,,50.0,,59.69,Moderate,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
CANBK,,Mar 2024,66.72,,,50.0,,61.15,Healthy,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
CHOLAFIN,,Mar 2013,65.78,,,50.0,,60.52,Healthy,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
CHOLAFIN,,Mar 2014,66.09,,,50.0,,60.73,Healthy,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
CHOLAFIN,,Mar 2015,66.6,,,50.0,,61.07,Healthy,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
CHOLAFIN,,Mar 2016,65.67,,,50.0,,60.45,Healthy,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
